ACC,lr,val_loss,train_acc,train_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
76.43456268310547,4.970772907173689e-05,0.6187932362316393,69.61651611328125,0.6118713772050751,361.71781158447266,False,,,1,34035_00005,2b326267ac604a27ab71c95bef008011,2023-04-27_17-21-54,1682641314,361.71781158447266,984,ip-172-31-16-94,172.31.16.94,361.71781158447266,0,1,0.004383087158203125
